OBJECTID,PEID,PGID,Name,NmDisp,NmAlt,ISOalpha3,Ctry,Regn,RegnSub,ROG,AffCd,Aff,PeopleDesc,LocationDesc,Pop,PopCls,EvngPct,EvngLvl,CongExst,Plnting,EngStat,GSEC,GSECbrf,GSEClng,SPI,SPIdesc,LPI,LPIname,LPIdesc,ROL,Lang,LangFamily,LangClass,LangSpkrs,ROR,Rlgn,RlgnAdher,RORdesc,RlgnBs,ROR4,ROR3,RlgnDiv,ROP3,PplNm,ROP25,Ethne,ROP2,PplClstr,ROP1,Affbloc,Bible,Jesus,Radio,Gospel,Audio,Stories,ResTot,LvlBible,YrPub,PicCrdt,PicURL,Photo,Indigenous,Latitude,Longitude,PeopleSearch,UpdatedDate
,,PG049069,Karenga,Katia,"Yelmo, Solu-Khambuwan",,,,,,,,a small ethnic subgroup of the larger Yi community of southwestern China and northern Vietnam,"Mato Grosso: Xingú park, Rio Culiseu, Aweti, and Sauva villages; upper Xingú river",153000,,33.98,,,,,,,,,,,,,ibe,Akpes,,"Trans-New Guinea, Madang, Croisilles, Northern Adelbert, Kaukombar",,,,,,,,,,111790,Chidar,303952,Khas,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Paul Briggs",https://joshuaproject.net/assets/media/profiles/photos/p15696.jpg,,,19.119457,72.898603,Namdagur of India (PG049069),2025-05-19T03:03:26.216+00:00
,,PG049100,Katia,Tigala,Turkish Cypriots,,,,,,,,"a group of traditional storytellers in India, known for a form of oral storytelling accompanied by a musical instrument called the Tambura","lower Vale do Javari in the western Amazon Basin: Ituí river, Talawaka and Tapalaya villages",839000,,28.85,,,,,,,,,,,,,kin,Kinyarwanda,,"Trans-New Guinea, Madang, Croisilles, Mugil",,,,,,,,,,115148,Bania Dhusar,309125,Zou (Zomi Chin),,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Go to Nations",https://joshuaproject.net/assets/media/profiles/photos/p18726.jpg,,,25.731523,87.180778,Putliwale of India (PG049100),2025-05-19T03:03:46.906+00:00
,,PG042016,Tigala,Swami,"Northern, Uzbek",,,,,,,,a community of pre-Rabbinic Jews who have lived in Ethiopia for over 2000 years. They remained faithful to Judaism after the conversion of the Ethiopian kingdom of Aksum to Christianity in the 4th century CE,"Rondônia state; Rio Branco headwaters, Guaporé tributary",475000,,72.39,,,,,,,,,,,,,kec,Keiga,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Peripheral, Kilivila-Louisiades, Nimoa-Sudest",,,,,,,,,,112666,Kharadi,300774,Baloch,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://linkupafrica.com/peoples/interior/soninke"">Link Up Africa</a>",https://joshuaproject.net/assets/media/profiles/photos/p13007.jpg,,,13.557761,76.740636,Meda of India (PG042016),2025-05-19T03:02:49.216+00:00
,,PG048939,Swami,Veluttedan,"Lao Soung (Highland), Tai Phuan, Lao Phuan",,,,,,,,a diaspora people of Ivorian ancestry,Acre,23000,,4.93,,,,,,,,,,,,,kry,Kryts,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Bibling",,,,,,,,,,117805,Kapadia Sansi,304870,Mugat,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Jacques Taberlet - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Kobli1.jpg"">Jacques Taberlet - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by/3.0/"">CC BY 3.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p11865.jpg,,,10.383981,78.818378,Dudhwala of India (PG048939),2025-05-19T03:02:53.35+00:00
,,PG047991,Veluttedan,Hanabar,"Israeli Arab Muslim, Israeli Palestinian",,,,,,,,a diaspora people of Beninese ancestry,"Amazonas: Santa Rosa (Juquira), Iauarete, Periquitos, and Ji-Ponta on Middle Vaupés river",439000,,7.73,,,,,,,,,,,,,bnx,Bangubangu,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, West",,,,,,,,,,112489,"Keralamuthali, Hindu",309250,Bhutanese refugees / Lhotshampas,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 Anton Ivanov - Shutterstock Used with permission",https://joshuaproject.net/assets/media/profiles/photos/p13077.jpg,,,23.202441,81.544684,Rath of India (PG047991),2025-05-19T03:03:25.89+00:00
,,PG049468,Hanabar,Nagartha,Syrian Arabs,,,,,,,,"a tribal community originally from the Chota Nagpur plateau (Jharkhand) and neighbouring states of Chhattisgarh, and Odisha","primarily in the Alto Rio Negro Indigenous Territory, along tributaries of the Uaupés River such as the Tiquié River",147000,,67.56,,,,,,,,,,,,,keg,Tese,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, Mokoreng-Loniu",,,,,,,,,,117848,Vanjha,307169,Sama (Filipino),,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://linkupafrica.com/peoples/rim/mandinka"">Link Up Africa</a>",https://joshuaproject.net/assets/media/profiles/photos/p13880.jpg,,,12.738855,75.894033,Beria of India (PG049468),2025-05-19T03:03:38.046+00:00
,,PG049452,Nagartha,Halsar,Mansoanka,,,,,,,,a Nilotic ethnic group indigenous to southeastern South Sudan and southwestern Ethiopia,five indigenous territories on the middle Solimões river,70000,,37.31,,,,,,,,,,,,,oua,Tagargrent,,Senagi,,,,,,,,,,112073,Gandhila,302940,Halalkhor,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: <a href=""https://linkupafrica.com/peoples/rim/tukulor"">Link Up Africa</a>",https://joshuaproject.net/assets/media/profiles/photos/p15148.jpg,,,22.361149,88.435377,Kraal of India (PG049452),2025-05-19T03:04:19.056+00:00
,,PG042045,Halsar,Kotwal,"Meche, Meche Bodos",,,,,,,,an ethnolinguistic community of Sudanic origins that is indigenous to the Republic of the Congo,"Rondônia, Acre, near Jiparaná river",30550000,,30.92,,,,,,,,,,,,,ble,Balanta,,"Border, Bewani",,,,,,,,,,112686,Kuchbandia,303202,Indo-Caribbean (Sarnami),,,,,,,,,,,,,,Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Fulacunda,https://joshuaproject.net/assets/media/profiles/photos/p18606.jpg,,,23.838189,78.727361,Koraga (Korra) of India (PG042045),2025-05-19T03:04:22.65+00:00
,,PG049064,Kotwal,Mukri,Bangali,,,,,,,,an ethnolinguistic community of Cambodia,"Amazonas: on the Apapóris, Castanha, Cunuri, Igarapé Samaúma, Ira, and Tiquié rivers. 11 villages",30020000,,5.14,,,,,,,,,,,,,fsl,French Sign Language,,"Trans-New Guinea, Madang, Croisilles, Northern Adelbert, Kumil-Tibor, Tibor",,,,,,,,,,113693,Sudra,303403,Jiye,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Brooke Reyes",https://joshuaproject.net/assets/media/profiles/photos/p14045.jpg,,,12.867419,74.866458,Bomba of India (PG049064),2025-05-19T03:04:26.646+00:00
,,PG042174,Mukri,Saurastra,"Kshatriya, Nepali Kshatriya, Rajput",,,,,,,,"a community of British people of Assyrian descent. British Assyrians mostly migrated from Iran, Iraq, Jordan, and Syria","Pará: Cachorro river, Chapéu, Maharuwanï, and Santidade villages; Paru D’Oeste river, 4 villages north of Missão Tiriyó; Trombetes river near junction with Mapuwera, Aldeia Kasipakuru and Araçá villages. Most among the Trió [tri]; a few among Hixka",1675000,,5.38,,,,,,,,,,,,,kjp,"Karen, Pwo Eastern",,"Trans-New Guinea, Madang, Croisilles, Northern Adelbert, Kumil-Tibor, Kumil",,,,,,,,,,111403,Badwa,307965,Tara Baaka,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 <a href=""https://peoplegroups.org/explore/groupdetails.aspx?peid=14276"">International Mission Board-SBC - Rita Salter</a> Used with permission",https://joshuaproject.net/assets/media/profiles/photos/p18444.jpg,,,33.313621,75.762569,Malaikudi of India (PG042174),2025-05-19T03:04:27.51+00:00
,,PG041824,Saurastra,Kotegar,Sri Lankan Tamil,,,,,,,,an indigenous community of Chad; a dialect subgroup of Kim (kia),Guaporé River region,36390000,,5.98,,,,,,,,,,,,,laq,Qabiao,,"Trans-New Guinea, Madang, South Adelbert, Josephstaal, Pomoikan",,,,,,,,,,112714,Kurariar,306776,Pomak,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Bisaam Iche",https://joshuaproject.net/assets/media/profiles/photos/p14658.jpg,,,22.057437,78.938173,Kaghzi of India (PG041824),2025-05-19T03:04:38.22+00:00
,,PG048972,Kotegar,Yerava,Tipperah,,,,,,,,a Telugu community of southern India,"Mato Grosso: Rio Cravari headwaters, Rio Sangue tributary, a tributary of Rio Juruena",2725000,,5.07,,,,,,,,,,,,,swb,"Comorian, Maore",,"Trans-New Guinea, Madang, Croisilles, Northern Adelbert",,,,,,,,,,111549,Bhakat,303996,Khuf,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Jujuhu Joseph Kwanahwah",https://joshuaproject.net/assets/media/profiles/photos/p18453.jpg,,,30.907226,74.624677,Nyaria of India (PG048972),2025-05-19T03:04:56.926+00:00
,,PG049561,Yerava,Velakathala Nair,Wadiyara Koli,,,,,,,,an ethnic community of Laos,Mato Grosso state,29290000,,5.5,,,,,,,,,,,,,apd,"Arabic, Sudanese",,"Trans-New Guinea, Chimbu-Wahgi, Jimi",,,,,,,,,,112712,Kunui,307043,Roshor,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Abi Benson Silon",https://joshuaproject.net/assets/media/profiles/photos/p19319.jpg,,,19.172113,77.313633,Nawaiyat of India (PG049561),2025-05-19T03:04:57.106+00:00
,,PG048288,Velakathala Nair,Chidar,"Mawar, Meta, Mewati, Me",,,,,,,,an Amazigh (Berber) community of Egypt,widely distributed,4360000,,5.75,,,,,,,,,,,,,heb,Hebrew,,"Torricelli, Wapei-Palei, Wapei",,,,,,,,,,113282,Pagadai,302555,Gangai,,,,,,,,,,,,,,Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Tofin,https://joshuaproject.net/assets/media/profiles/photos/p18650.jpg,,,9.366043,78.839391,Muslim Kachera of India (PG048288),2025-05-19T03:04:57.936+00:00
,,PG049085,Chidar,Bhargawa,"Kooch, Coach, Kuch, Kots",,,,,,,,an ethnolinguistic community of Algeria,"Odanak, Quebec, at Abenaki Reserve, between Montreal and Quebec City",427000,,4.69,,,,,,,,,,,,,grr,Taznatit,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Patpatar-Tolai",,,,,,,,,,112127,Godda,307681,South Asian,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Darcy Dueck",https://joshuaproject.net/assets/media/profiles/photos/p18603.jpg,,,31.604596,76.917334,Nalband of India (PG049085),2025-05-19T03:02:59.106+00:00
,,PG048983,Bhargawa,Kathar,Mahili,,,,,,,,"a people of Pakistan, South Punjab and north Sind, Indus River valley, Jampur area",Baja California state; Sonora: Mexicali and San Luis Río Colorado municipalities,309000,,3.07,,,,,,,,,,,,,ssg,Seimat,,"Sepik, Sepik Hill, Papi",,,,,,,,,,115175,Bania Saraogi,305893,Narin,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Ji-Elle - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Vaudou_%C3%A0_Grand-Popo-Deux_initi%C3%A9es_(4).jpg"">Ji-Elle - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">CC BY-SA 4.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p18433.jpg,,,22.765134,75.850336,Sahi of India (PG048983),2025-05-19T03:03:08.803+00:00
,,PG049385,Kathar,Kapadia Sansi,"Capiznon, Capisan-o",,,,,,,,a pastoralist Berber ethnic group indigenous to the Gao Region of northeastern Mali,"Mato Grosso do Sul, near Corumba",571000,,4.81,,,,,,,,,,,,,lee,Lyélé,,Yuat,,,,,,,,,,113470,Thakuria,303916,Kgalagadi,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 Phil and Carol Bergen Used with permission",https://joshuaproject.net/assets/media/profiles/photos/p11458.jpg,,,23.566831,87.304205,Malaneese of India (PG049385),2025-05-19T03:03:11.146+00:00
,,PG049079,Kapadia Sansi,Kerala Mudali,"Turk, Qizibash, Mughal, Chaghtai",,,,,,,,a people of Arab ancestry with a more localized ethnic identity tied to their recent roots in Syria,"California, Texas, Indiana, New York, South Carolina",43500,,4.68,,,,,,,,,,,,,gel,ut-Ma’in,,Amto-Musan,,,,,,,,,,118370,"Bharathar, Christian",309183,Tonga (Zambia),,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Rita Willaert - Flickr <a href=""https://www.flickr.com/photos/rietje/3351310913"">Rita Willaert - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-nc/2.0/"">CC BY-NC 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p11713.jpg,,,24.049936,87.702077,Gagra of India (PG049079),2025-05-19T03:03:33.473+00:00
,,PG048981,Kerala Mudali,Vanjha,Balti,,,,,,,,"a community of India, a caste of Telugu cultivators who closely follow  the Kāpus and Balijas",Bolívar state: Paraqua and Uraricáa rivers’ headwaters below Karum river area,171000,,4.99,,,,,,,,,,,,,mgd,Moru,,"Trans-New Guinea, Madang, Rai Coast, Biyom-Tauya",,,,,,,,,,112990,Mirzakhani,301846,Croat,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Copyrighted ©️ 2025 <a href=""https://www.wycliffe.net"">Wycliffe Global Alliance</a> Used with permission",https://joshuaproject.net/assets/media/profiles/photos/p11335.jpg,,,24.062932,88.281445,Pomla of India (PG048981),2025-05-19T03:04:09.093+00:00
,,PG041708,Vanjha,Gandhila,Bazigar,,,,,,,,"an ethnolinguistic community of Libya, West, Jabal Nafusah region, Tripolitania, Nalut and Yafran area isolated; Zuara coast, west of Tripoli","along the lower Colorado River and its delta, spanning areas in Arizona and California",2105000,,22.22,,,,,,,,,,,,,jsl,Japanese Sign Language,,"South-Central Papuan, Morehead-Upper Maro, Tonda",,,,,,,,,,111679,Boria,305110,Mandyak,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Alfonso Castellanos - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Lobi_potter.jpg"">Alfonso Castellanos - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">CC BY-SA 4.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p10421.jpg,,,25.350134,87.938911,Prabhu Kayastha of India (PG041708),2025-05-19T03:04:22.386+00:00
,,PG041671,Gandhila,Kucbandhiya,"Dhadi, Charan Bhat, Bhand, Kuchra, Mir, Pakhwaji, Pakwaji, Dum, Merasi, Sheikh, Charan, Tasbirdar, Gathala, Mir-Alm, Kalawant, Simrachhukar, Ranwal, Halwe",,,,,,,,an ethnic group of Turko-Mongol origins that emerged in Central Asia during the 14th century,the archipelagos and waterways south of Isla Grande de Tierra del Fuego,381000,,36.69,,,,,,,,,,,,,tkg,"Malagasy, Tesaka",,Arai (Left May),,,,,,,,,,111685,Bot,304197,Konyagi,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Anthony Labouriaux - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Troupe_de_danseurs_Mossi.jpg"">Anthony Labouriaux - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">CC BY-SA 4.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p18831.jpg,,,24.310251,84.319468,Markande of India (PG041671),2025-05-19T03:04:37.63+00:00
,,PG041420,Kucbandhiya,Sudir,"Rakhain, Rakhine",,,,,,,,an ethnic group of West Africa indigenous to the countries of Togo and Ghana,Attapu province: Phouvong and Sanamxai districts,616000,,33.18,,,,,,,,,,,,,fuv,"Fulfulde, Nigerian",,Piawi,,,,,,,,,,117276,Toto,308522,Wa / Kawa,,,,,,,,,,,,,,Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Gurma,https://joshuaproject.net/assets/media/profiles/photos/p15290.jpg,,,27.55,80.2833,Kunchatiga of India (PG041420),2025-05-19T03:04:38.62+00:00
,,PG042117,Sudir,Badwa,"Zardasht, Parsee, Fasli, Kadini, Shahinshahi, Zarrushti, Shahenshahi",,,,,,,,"an ethnolinguistic subgroup of the Tuareg Berber, indigenous to the Tamanrasset province of southeastern Algeria and neighboring areas in Libya and Niger",Kedah: Baling district near Thai border; Perak: Hulu Perak district,75000,,38.27,,,,,,,,,,,,,sfs,South African Sign Language,,"Trans-New Guinea, Duna-Bogaya",,,,,,,,,,111573,"Bhand, Hindu",303179,Ila,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Yedidiamaureen - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Tenue_Senoufo.jpg"">Yedidiamaureen - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">CC BY-SA 4.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p13606.jpg,,,22.421033,87.32341,Kadar of India (PG042117),2025-05-19T03:02:45.973+00:00
,,PG042124,Badwa,Kurariar,"Kahar, Mallick",,,,,,,,a Hindu caste traditionally recognized as boatmen in northern India,Yunnan province: Honghe Hani and Yi autonomous prefectures,2175000,,37.64,,,,,,,,,,,,,oro,Orokolo,,"Border, Waris",,,,,,,,,,113342,"Perna, Hindu",307855,Tai Nua,,,,,,,,,,,,,,Photo by Google. (2025). Image generated by Gemini 2.5 Flash: Begbere,https://joshuaproject.net/assets/media/profiles/photos/p14017.jpg,,,22.121735,78.855857,Domban of India (PG042124),2025-05-19T03:03:10.536+00:00
,,PG042170,Kurariar,Bhakta,"Keelu Gurralavallu, Elugu Bantuvallu, Guddi Eluguvallu",,,,,,,,an indigenous South African people that predates the arrival of Bantu-speaking Africans and Europeans in the region,"Luang Namtha province: northeast Namtha district, and south of Boun Neua; Oudomxai province: Namo district; Phongsali province: Boun-Tai, Khua, and Mai districts, 8 villages; near China border",1470000,,36.6,,,,,,,,,,,,,nlz,Nalögo,,"Sepik, Sepik Hill, Sanio",,,,,,,,,,111578,Bhantu,307944,Tangsa / Tangshang,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Dan Lundberg - Flickr <a href=""https://flickr.com/photos/9508280@N07/676279912/"">Dan Lundberg - Flickr</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/2.0/"">CC BY-SA 2.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p18829.jpg,,,12.994407,78.177967,Pao of India (PG042170),2025-05-19T03:03:18.653+00:00
,,PG042071,Bhakta,Kunui,Kreish,,,,,,,,an ethnolinguistic community of Laos and Thailand,"Sarawak: central, east of Belaga, southwest of Long Murum",124000,,33.94,,,,,,,,,,,,,gng,Ngangam,,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Huon Gulf, Markham, Upper, Mountain",,,,,,,,,,111595,"Bhathiara, Muslim",300354,Antanosy,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Biokpo Diali George - Wikimedia <a href=""https://commons.wikimedia.org/wiki/File:Ijaw_Culture_For_Full_Grown_Women_-_Drummer.jpg"">Biokpo Diali George - Wikimedia</a> Licensed under <a href=""https://creativecommons.org/licenses/by-sa/4.0/"">CC BY-SA 4.0</a>",https://joshuaproject.net/assets/media/profiles/photos/p10962.jpg,,,25.707876,73.520652,Pale of India (PG042071),2025-05-19T03:03:18.906+00:00
,,PG042134,Kunui,Pagadai,Caribbean Hindi,,,,,,,,a community of India whose traditional occupation is blacksmithy,"Lai Chau and Son La provinces, Laos border area",4900000,,33.78,,,,,,,,,,,,,umm,Umon,,"Kwomtari, Nuclear Kwomtari",,,,,,,,,,113422,Rajwar,305220,Marma,,,,,,,,,,,,,,"<div style=""font-size: 0.8em"">Photo courtesy of <a href=""https://www.joshuaproject.net"">Joshua Project</a>.</div> Photo Source: Akonam Chybuikem Richards",https://joshuaproject.net/assets/media/profiles/photos/p14532.jpg,,,11.002327,76.956528,Doai of India (PG042134),2025-05-19T03:03:27.063+00:00
